IndividualRidesController.java,edu.ucsb.cs156.gauchoride.controllers.IndividualRidesController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,allIndividualRides,47,KILLED,edu.ucsb.cs156.gauchoride.controllers.IndividualRidesControllerTest.[engine:junit-jupiter]/[class:edu.ucsb.cs156.gauchoride.controllers.IndividualRidesControllerTest]/[method:logged_in_user_can_get_all_rides()]
IndividualRidesController.java,edu.ucsb.cs156.gauchoride.controllers.IndividualRidesController,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,allIndividualRidesWithDriverId,60,KILLED,edu.ucsb.cs156.gauchoride.controllers.IndividualRidesControllerTest.[engine:junit-jupiter]/[class:edu.ucsb.cs156.gauchoride.controllers.IndividualRidesControllerTest]/[method:logged_in_user_can_get_all_rides_with_driver_id()]
IndividualRidesController.java,edu.ucsb.cs156.gauchoride.controllers.IndividualRidesController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,allIndividualRidesWithDriverId,64,KILLED,edu.ucsb.cs156.gauchoride.controllers.IndividualRidesControllerTest.[engine:junit-jupiter]/[class:edu.ucsb.cs156.gauchoride.controllers.IndividualRidesControllerTest]/[method:logged_in_user_can_get_all_rides_with_driver_id()]
IndividualRidesController.java,edu.ucsb.cs156.gauchoride.controllers.IndividualRidesController,org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,allIndividualRidesWithRiderId,78,KILLED,edu.ucsb.cs156.gauchoride.controllers.IndividualRidesControllerTest.[engine:junit-jupiter]/[class:edu.ucsb.cs156.gauchoride.controllers.IndividualRidesControllerTest]/[method:logged_in_user_can_get_all_rides_with_rider_id()]
IndividualRidesController.java,edu.ucsb.cs156.gauchoride.controllers.IndividualRidesController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,allIndividualRidesWithRiderId,82,KILLED,edu.ucsb.cs156.gauchoride.controllers.IndividualRidesControllerTest.[engine:junit-jupiter]/[class:edu.ucsb.cs156.gauchoride.controllers.IndividualRidesControllerTest]/[method:logged_in_user_can_get_all_rides_with_rider_id()]
IndividualRidesController.java,edu.ucsb.cs156.gauchoride.controllers.IndividualRidesController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,deleteRide,104,KILLED,edu.ucsb.cs156.gauchoride.controllers.IndividualRidesControllerTest.[engine:junit-jupiter]/[class:edu.ucsb.cs156.gauchoride.controllers.IndividualRidesControllerTest]/[method:admin_can_delete_a_ride()]
IndividualRidesController.java,edu.ucsb.cs156.gauchoride.controllers.IndividualRidesController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,deleteRide,105,KILLED,edu.ucsb.cs156.gauchoride.controllers.IndividualRidesControllerTest.[engine:junit-jupiter]/[class:edu.ucsb.cs156.gauchoride.controllers.IndividualRidesControllerTest]/[method:admin_can_delete_a_ride()]
IndividualRidesController.java,edu.ucsb.cs156.gauchoride.controllers.IndividualRidesController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,getById,93,KILLED,edu.ucsb.cs156.gauchoride.controllers.IndividualRidesControllerTest.[engine:junit-jupiter]/[class:edu.ucsb.cs156.gauchoride.controllers.IndividualRidesControllerTest]/[method:test_getRides()]
IndividualRidesController.java,edu.ucsb.cs156.gauchoride.controllers.IndividualRidesController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$deleteRide$1,102,KILLED,edu.ucsb.cs156.gauchoride.controllers.IndividualRidesControllerTest.[engine:junit-jupiter]/[class:edu.ucsb.cs156.gauchoride.controllers.IndividualRidesControllerTest]/[method:admin_tries_to_delete_non_existant_ride_and_gets_right_error_message()]
IndividualRidesController.java,edu.ucsb.cs156.gauchoride.controllers.IndividualRidesController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$getById$0,91,KILLED,edu.ucsb.cs156.gauchoride.controllers.IndividualRidesControllerTest.[engine:junit-jupiter]/[class:edu.ucsb.cs156.gauchoride.controllers.IndividualRidesControllerTest]/[method:test_getRides_does_not_exist()]
IndividualRidesController.java,edu.ucsb.cs156.gauchoride.controllers.IndividualRidesController,org.pitest.mutationtest.engine.gregor.mutators.returns.NullReturnValsMutator,lambda$updateIndividualRide$2,116,KILLED,edu.ucsb.cs156.gauchoride.controllers.IndividualRidesControllerTest.[engine:junit-jupiter]/[class:edu.ucsb.cs156.gauchoride.controllers.IndividualRidesControllerTest]/[method:admin_cannot_edit_individualRide_that_does_not_exist()]
IndividualRidesController.java,edu.ucsb.cs156.gauchoride.controllers.IndividualRidesController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postIndividualRide,151,KILLED,edu.ucsb.cs156.gauchoride.controllers.IndividualRidesControllerTest.[engine:junit-jupiter]/[class:edu.ucsb.cs156.gauchoride.controllers.IndividualRidesControllerTest]/[method:an_admin_user_can_post_a_new_ride()]
IndividualRidesController.java,edu.ucsb.cs156.gauchoride.controllers.IndividualRidesController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postIndividualRide,152,KILLED,edu.ucsb.cs156.gauchoride.controllers.IndividualRidesControllerTest.[engine:junit-jupiter]/[class:edu.ucsb.cs156.gauchoride.controllers.IndividualRidesControllerTest]/[method:an_admin_user_can_post_a_new_ride()]
IndividualRidesController.java,edu.ucsb.cs156.gauchoride.controllers.IndividualRidesController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postIndividualRide,153,KILLED,edu.ucsb.cs156.gauchoride.controllers.IndividualRidesControllerTest.[engine:junit-jupiter]/[class:edu.ucsb.cs156.gauchoride.controllers.IndividualRidesControllerTest]/[method:an_admin_user_can_post_a_new_ride()]
IndividualRidesController.java,edu.ucsb.cs156.gauchoride.controllers.IndividualRidesController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postIndividualRide,154,KILLED,edu.ucsb.cs156.gauchoride.controllers.IndividualRidesControllerTest.[engine:junit-jupiter]/[class:edu.ucsb.cs156.gauchoride.controllers.IndividualRidesControllerTest]/[method:an_admin_user_can_post_a_new_ride()]
IndividualRidesController.java,edu.ucsb.cs156.gauchoride.controllers.IndividualRidesController,org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,postIndividualRide,155,KILLED,edu.ucsb.cs156.gauchoride.controllers.IndividualRidesControllerTest.[engine:junit-jupiter]/[class:edu.ucsb.cs156.gauchoride.controllers.IndividualRidesControllerTest]/[method:an_admin_user_can_post_a_new_ride()]
